,Mean (Ann.),Volatility (Ann.),Sharpe (Ann.),Skewness,Kurtosis,Min,Max,Observations
GLD,0.08479822385556716,0.14122322987927477,0.6004552078865302,-0.10473565065517958,2.750020379756511,-0.05369440853432972,0.049038376152841456,2514.0
QQQ,0.19321390164122546,0.21821938485962156,0.885411265206884,-0.3813150398631217,6.284509859483098,-0.11978754904965672,0.08470564104393419,2514.0
SPY,0.13853012176111226,0.17622191723346647,0.7861117614421453,-0.554967700994903,12.74939974538005,-0.1094236381886805,0.09060326042244893,2514.0
TLT,-0.000289428272133609,0.15317685212003762,-0.0018895039826696365,0.11156660850513707,4.520766019538214,-0.06668204919508813,0.07519586333328587,2514.0
